what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.jface,3.6.1.M20100825-0800,"org.eclipse.jface",1297651196108
started,bundle,org.eclipse.jst.ws.jaxws.utils,1.0.0.v201004171919,"org.eclipse.jst.ws.jaxws.utils",1297651196109
started,bundle,org.eclipse.ltk.core.refactoring,3.5.100.v20100526-0800,"org.eclipse.ltk.core.refactoring",1297651196109
started,bundle,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring",1297651196109
started,bundle,org.eclipse.mylyn.commons.net,3.4.1.v20100625-2100-e3x,"org.eclipse.mylyn.commons.net",1297651196110
started,bundle,org.eclipse.mylyn.commons.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.commons.ui",1297651196110
started,bundle,org.eclipse.mylyn.monitor.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.monitor.ui",1297651196111
started,bundle,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui",1297651196111
started,bundle,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.editors",1297651196111
started,bundle,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.ide",1297651196111
started,bundle,org.eclipse.ui.net,1.2.100.I20100505-1245,"org.eclipse.ui.net",1297651196111
started,bundle,org.eclipse.ui.views,3.5.0.I20100527-0800,"org.eclipse.ui.views",1297651196111
started,bundle,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"org.eclipse.ui.workbench",1297651196111
started,bundle,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.workbench.texteditor",1297651196111
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1297651196112
started,bundle,org.eclipse.wst.common.project.facet.core,1.4.102.v201008170019,"org.eclipse.wst.common.project.facet.core",1297651196112
started,bundle,org.eclipse.wst.web,1.1.401.v201007151900,"org.eclipse.wst.web",1297651196115
started,bundle,com.powerflasher.fdt.core,4.2.0.1272,"com.powerflasher.fdt.core",1297651196115
started,bundle,com.powerflasher.fdt.core.dom,4.2.0.1272,"com.powerflasher.fdt.core.dom",1297651196115
started,bundle,com.powerflasher.fdt.core.mxml,4.2.0.1272,"com.powerflasher.fdt.core.mxml",1297651196115
started,bundle,com.powerflasher.fdt.ui,4.2.0.1272,"com.powerflasher.fdt.ui",1297651196115
started,bundle,com.powerflasher.fdt.ui.mxml,4.2.0.1272,"com.powerflasher.fdt.ui.mxml",1297651196115
started,bundle,com.powerflasher.fdt.ui.professional,4.2.0.1272,"com.powerflasher.fdt.ui.professional",1297651196115
os,sysinfo,,,"macosx",1297651196117
arch,sysinfo,,,"x86_64",1297651196117
ws,sysinfo,,,"cocoa",1297651196117
locale,sysinfo,,,"en_US",1297651196117
processors,sysinfo,,,"2",1297651196118
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1297651196118
java.runtime.version,sysinfo,,,"1.6.0_22-b04-307-10M3261",1297651196118
java.specification.name,sysinfo,,,"Java Platform API Specification",1297651196118
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1297651196118
java.specification.version,sysinfo,,,"1.6",1297651196118
java.vendor,sysinfo,,,"Apple Inc.",1297651196118
java.version,sysinfo,,,"1.6.0_22",1297651196118
java.vm.info,sysinfo,,,"mixed mode",1297651196118
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1297651196118
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1297651196118
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1297651196118
java.vm.specification.version,sysinfo,,,"1.0",1297651196118
java.vm.vendor,sysinfo,,,"Apple Inc.",1297651196118
java.vm.version,sysinfo,,,"17.1-b03-307",1297651196118
started,bundle,org.eclipse.mylyn.bugzilla.core,3.4.2.v20100902-0100-e3x,"org.eclipse.mylyn.bugzilla.core",1297651196314
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.4.2.v20100909-0100-e3x,"org.eclipse.mylyn.bugzilla.ui",1297651196412
started,bundle,org.eclipse.ui.forms,3.5.2.r36_v20100702,"org.eclipse.ui.forms",1297651196686
started,bundle,org.eclipse.mylyn.context.core,3.4.1.v20100909-0100-e3x,"org.eclipse.mylyn.context.core",1297651196793
started,bundle,org.eclipse.mylyn.context.ui,3.4.1.v20100909-0100-e3x,"org.eclipse.mylyn.context.ui",1297651196839
started,bundle,org.eclipse.jdt.core,3.6.1.v_A68_R36x,"org.eclipse.jdt.core",1297651196875
started,bundle,org.eclipse.team.core,3.5.100.R36x_v20100825-0800,"org.eclipse.team.core",1297651197055
started,bundle,org.eclipse.mylyn.tasks.ui,3.4.2.v20100902-0100-e3x,"org.eclipse.mylyn.tasks.ui",1297651197234
started,bundle,org.eclipse.mylyn.team.ui,3.4.2.v20100909-0100-e3x,"org.eclipse.mylyn.team.ui",1297651197272
started,bundle,org.eclipse.emf.ecore.xmi,2.5.0.v20100521-1846,"org.eclipse.emf.ecore.xmi",1297651197619
started,bundle,org.eclipse.jsch.core,1.1.200.I20100505-1245,"org.eclipse.jsch.core",1297651198071
started,bundle,org.eclipse.team.cvs.core,3.3.300.I20100526-0800,"org.eclipse.team.cvs.core",1297651198071
started,bundle,org.eclipse.team.ui,3.5.101.R36x_v20100825-0800,"org.eclipse.team.ui",1297651198143
started,bundle,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console",1297651198209
started,bundle,org.eclipse.team.cvs.ui,3.3.301.R36x_v20100825-0800,"org.eclipse.team.cvs.ui",1297651198364
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1297651198468
started,bundle,org.eclipse.update.core,3.2.402.R36x_v20100629,"org.eclipse.update.core",1297651198486
started,bundle,com.powerflasher.fdt.ui.enterprise,4.2.0.1272,"com.powerflasher.fdt.ui.enterprise",1297651198502
started,bundle,com.powerflasher.fdt.ui.launch,4.2.0.1272,"com.powerflasher.fdt.ui.launch",1297651198705
started,bundle,com.powerflasher.fdt.core.launch,4.2.0.1272,"com.powerflasher.fdt.core.launch",1297651198705
opened,editor,com.powerflasher.fdt.ui.welcome,,"com.powerflasher.fdt.ui.welcome.welcomeScreenBrowser",1297651199239
activated,editor,com.powerflasher.fdt.ui.welcome,,"com.powerflasher.fdt.ui.welcome.welcomeScreenBrowser",1297651199249
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1297651202021
activated,view,com.powerflasher.fdt.ui,4.2.0.1272,"com.powerflasher.fdt.ui.views.FlashExplorer",1297651202037
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1297651202107
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1297651205268
closed,editor,com.powerflasher.fdt.ui.welcome,,"com.powerflasher.fdt.ui.welcome.welcomeScreenBrowser",1297651220002
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.close",1297651220142
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1297651221567
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1297652330304
activated,view,org.eclipse.ui.views,3.5.0.I20100527-0800,"org.eclipse.ui.views.ContentOutline",1297652333184
started,bundle,org.eclipse.ant.ui,3.5.0.v20100427,"org.eclipse.ant.ui",1297652334917
opened,view,org.eclipse.ant.ui,3.5.0.v20100427,"org.eclipse.ant.ui.views.AntView",1297652334950
activated,view,org.eclipse.ant.ui,3.5.0.v20100427,"org.eclipse.ant.ui.views.AntView",1297652336554
activated,view,com.powerflasher.fdt.ui,4.2.0.1272,"com.powerflasher.fdt.ui.views.FlashExplorer",1297652339312
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1297652341196
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1297652342530
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.import",1297652342552
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.import",1297652342552
started,bundle,com.powerflasher.fdt.shippedFlexSDK,3.5.0.12683a_1000,"com.powerflasher.fdt.shippedFlexSDK",1297652348920
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1297652348958
started,bundle,com.powerflasher.fdt.shippedFlexSDK4,4.0.0.14159_1000,"com.powerflasher.fdt.shippedFlexSDK4",1297652359490
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.selectAll",1297652436205
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1297652436596
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1297652438871
started,bundle,org.eclipse.debug.core,3.6.0.v20100519,"org.eclipse.debug.core",1297652565866
started,bundle,org.eclipse.jdt.core.manipulation,1.3.0.v20100520-0800,"org.eclipse.jdt.core.manipulation",1297652566457
started,bundle,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui",1297652566471
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1297652566808
started,bundle,com.powerflasher.fdt.core.swc,4.2.0.1272,"com.powerflasher.fdt.core.swc",1297652567069
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1297652567778
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1297652584888
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1297652584992
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1297652592501
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1297652599910
started,bundle,org.eclipse.search,3.6.0.v20100520-0800,"org.eclipse.search",1297652601768
started,bundle,org.eclipse.compare.core,3.5.100.I20100526-0800,"org.eclipse.compare.core",1297652602200
opened,editor,com.powerflasher.fdt.ui.mxml,4.2.0.1272,"com.powerflasher.fdt.ui.editor.MXMLEditor",1297652602246
started,bundle,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui",1297652602471
activated,editor,com.powerflasher.fdt.ui.mxml,4.2.0.1272,"com.powerflasher.fdt.ui.editor.MXMLEditor",1297652602550
activated,view,com.powerflasher.fdt.ui,4.2.0.1272,"com.powerflasher.fdt.ui.views.FlashExplorer",1297652605654
started,bundle,org.eclipse.wst.sse.core,1.1.502.v201008311901,"org.eclipse.wst.sse.core",1297652608313
started,bundle,org.eclipse.compare,3.5.100.I20100526-0800,"org.eclipse.compare",1297652610896
started,bundle,org.eclipse.wst.xml.core,1.1.502.v201009010342,"org.eclipse.wst.xml.core",1297652613401
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1297652615378
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1297652624050
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1297652624086
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1297652624887
started,bundle,org.eclipse.wst.html.core,1.1.402.v201008311901,"org.eclipse.wst.html.core",1297652626396
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1297652629813
error,log,,,"FDT log: No message gotten.",1297652630383
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1297652649456
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1297652649596
started,bundle,org.eclipse.wst.common.frameworks,1.2.0.v201003040800,"org.eclipse.wst.common.frameworks",1297652650719
started,bundle,org.eclipse.wst.common.emf,1.2.1.v201008260500,"org.eclipse.wst.common.emf",1297652650781
started,bundle,org.eclipse.jem.util,2.1.2.v201008120100,"org.eclipse.jem.util",1297652650797
started,bundle,org.eclipse.wst.common.emfworkbench.integration,1.2.2.v201008242000,"org.eclipse.wst.common.emfworkbench.integration",1297652650812
started,bundle,org.eclipse.wst.common.core,1.2.0.v200908252030,"org.eclipse.wst.common.core",1297652650913
started,bundle,org.eclipse.wst.common.modulecore,1.2.3.v201008242000,"org.eclipse.wst.common.modulecore",1297652650917
started,bundle,org.eclipse.jst.j2ee.core,1.2.2.v201008120100,"org.eclipse.jst.j2ee.core",1297652650942
started,bundle,org.eclipse.jem,2.0.400.v201005110200,"org.eclipse.jem",1297652650973
started,bundle,org.eclipse.wst.common.frameworks.ui,1.2.0.v201004080500,"org.eclipse.wst.common.frameworks.ui",1297652651030
started,bundle,org.eclipse.wst.validation,1.2.200.v201005271900,"org.eclipse.wst.validation",1297652651078
started,bundle,org.eclipse.jst.j2ee,1.1.402.v201009151730,"org.eclipse.jst.j2ee",1297652651146
started,bundle,org.eclipse.jst.common.project.facet.core,1.4.102.v201008182136,"org.eclipse.jst.common.project.facet.core",1297652651635
started,bundle,org.eclipse.jst.ws.jaxrs.core,1.0.200.v201008201800,"org.eclipse.jst.ws.jaxrs.core",1297652651660
started,bundle,org.eclipse.wst.jsdt.manipulation,1.0.200.v201004150600,"org.eclipse.wst.jsdt.manipulation",1297652651879
started,bundle,org.eclipse.wst.jsdt.core,1.1.2.v201009011528,"org.eclipse.wst.jsdt.core",1297652652180
started,bundle,org.eclipse.wst.jsdt.ui,1.1.2.v201009010353,"org.eclipse.wst.jsdt.ui",1297652652338
closed,editor,com.powerflasher.fdt.ui.mxml,4.2.0.1272,"com.powerflasher.fdt.ui.editor.MXMLEditor",1297652652819
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1297652653028
executed,command,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1297652653098
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1297652655777
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1297652665086
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1297652686490
opened,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1297652687236
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1297652687709
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1297652699824
started,bundle,org.eclipse.wst.ws.service.policy.ui,1.0.202.v201004211732,"org.eclipse.wst.ws.service.policy.ui",1297652713724
started,bundle,org.eclipse.wst.ws.service.policy,1.0.203.v201004211732,"org.eclipse.wst.ws.service.policy",1297652713727
started,bundle,org.eclipse.wst.command.env,1.0.409.v201004211805,"org.eclipse.wst.command.env",1297652713778
started,bundle,org.eclipse.wst.ws,1.1.203.v201004211805,"org.eclipse.wst.ws",1297652713779
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1297652713903
error,log,,,"FDT log: /Applications/Adobe Flash Builder 4/sdks/4.5.0.19786/frameworks/libs/datavisualization.swc (No such file or directory)",1297652732443
error,log,,,"FDT log: /Applications/Adobe Flash Builder 4/sdks/4.5.0.19786/frameworks/libs/utilities.swc (No such file or directory)",1297652732497
error,log,,,"FDT log: No message gotten.",1297652736204
error,log,,,"FDT log: No message gotten.",1297652736245
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1297652759299
activated,view,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.views.ProblemView",1297652760906
activated,view,com.powerflasher.fdt.ui,4.2.0.1272,"com.powerflasher.fdt.ui.views.FlashExplorer",1297652782589
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1297652785764
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1297652802431
error,log,,,"FDT log: /Applications/Adobe Flash Builder 4/sdks/4.5.0.19786/frameworks/libs/datavisualization.swc (No such file or directory)",1297652805238
error,log,,,"FDT log: /Applications/Adobe Flash Builder 4/sdks/4.5.0.19786/frameworks/libs/utilities.swc (No such file or directory)",1297652805246
error,log,,,"FDT log: No message gotten.",1297652807783
error,log,,,"FDT log: No message gotten.",1297652807820
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1297652807991
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1297652809343
executed,command,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.project.cleanAction",1297652809380
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1297652809764
error,log,,,"FDT log: /Applications/Adobe Flash Builder 4/sdks/4.5.0.19786/frameworks/libs/datavisualization.swc (No such file or directory)",1297652823986
error,log,,,"FDT log: /Applications/Adobe Flash Builder 4/sdks/4.5.0.19786/frameworks/libs/utilities.swc (No such file or directory)",1297652824059
error,log,,,"FDT log: No message gotten.",1297652826455
error,log,,,"FDT log: No message gotten.",1297652826496
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1297652915371
opened,editor,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.DefaultTextEditor",1297652919109
activated,editor,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.DefaultTextEditor",1297652919139
started,bundle,org.eclipse.core.variables,3.2.400.v20100505,"org.eclipse.core.variables",1297652919730
started,bundle,org.eclipse.mylyn.java.tasks,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.java.tasks",1297652937787
activated,view,com.powerflasher.fdt.ui,4.2.0.1272,"com.powerflasher.fdt.ui.views.FlashExplorer",1297652943211
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1297652946995
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1297652969191
activated,editor,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.DefaultTextEditor",1297652971059
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1297652974478
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1297652977433
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1297652978683
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1297652979739
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1297652980254
error,log,,,"FDT log: No message gotten.",1297652981364
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1297652981946
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1297652990694
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1297652999609
activated,view,com.powerflasher.fdt.ui,4.2.0.1272,"com.powerflasher.fdt.ui.views.FlashExplorer",1297653000656
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1297653009078
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1297653017831
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1297653019642
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1297653019730
closed,editor,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.DefaultTextEditor",1297653024644
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1297653024793
executed,command,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1297653024819
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1297653031988
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1297653033317
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1297653035562
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1297654470060
error,log,,,"FDT log: /Applications/Adobe Flash Builder 4/sdks/4.5.0.19786/frameworks/libs/datavisualization.swc (No such file or directory)",1297654471587
error,log,,,"FDT log: /Applications/Adobe Flash Builder 4/sdks/4.5.0.19786/frameworks/libs/utilities.swc (No such file or directory)",1297654471663
opened,editor,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.DefaultTextEditor",1297654475894
activated,editor,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.DefaultTextEditor",1297654475916
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1297654479208
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1297654482962
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1297654485065
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1297654486253
error,log,,,"FDT log: No message gotten.",1297654486497
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1297654490388
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1297654493222
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1297654495083
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1297654500859
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1297654501651
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1297654516946
error,log,,,"FDT log: No message gotten.",1297654517225
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1297654517797
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1297654519927
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1297654523180
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1297654525048
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1297654528412
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1297654531695
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1297654539683
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1297654649591
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1297654654524
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1297654660783
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1297654670442
error,log,,,"FDT log: No message gotten.",1297654670668
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1297654672972
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1297654674223
